Reader,Timestamp,RFID
0,2021-02-24 14:02:13.129110,124563082482
6,2021-02-24 14:02:16.148764,124563082482
8,2021-02-24 14:02:18.761667,124563082482
2,2021-02-24 14:02:21.019792,124563082482
3,2021-02-24 14:02:23.939377,124563082482
4,2021-02-24 14:02:26.500271,124563082482
5,2021-02-24 14:02:30.199396,124563082482
1,2021-02-24 14:02:32.767508,124563082482
7,2021-02-24 14:02:36.522708,124563082482
